scenario_id,scenario_code,role_id,archetype_id,option_id,utility
6,r1a1_r2a5_r3a10_r4a14,2,5,1,0.29
6,r1a1_r2a5_r3a10_r4a14,2,5,2,0.3
6,r1a1_r2a5_r3a10_r4a14,2,5,3,0.25
6,r1a1_r2a5_r3a10_r4a14,2,5,4,0.23
6,r1a1_r2a5_r3a10_r4a14,3,10,1,0.2
6,r1a1_r2a5_r3a10_r4a14,3,10,2,0.21
6,r1a1_r2a5_r3a10_r4a14,3,10,3,0.27
6,r1a1_r2a5_r3a10_r4a14,3,10,4,0.29
6,r1a1_r2a5_r3a10_r4a14,4,14,1,0.24
6,r1a1_r2a5_r3a10_r4a14,4,14,2,0.27
6,r1a1_r2a5_r3a10_r4a14,4,14,3,0.29
6,r1a1_r2a5_r3a10_r4a14,4,14,4,0.27
7,r1a1_r2a5_r3a10_r4a15,1,1,1,0.21
7,r1a1_r2a5_r3a10_r4a15,1,1,2,0.23
7,r1a1_r2a5_r3a10_r4a15,1,1,3,0.26
7,r1a1_r2a5_r3a10_r4a15,1,1,4,0.3
7,r1a1_r2a5_r3a10_r4a15,2,5,1,0.29
7,r1a1_r2a5_r3a10_r4a15,2,5,2,0.3
7,r1a1_r2a5_r3a10_r4a15,2,5,3,0.25
7,r1a1_r2a5_r3a10_r4a15,2,5,4,0.23
7,r1a1_r2a5_r3a10_r4a15,3,10,1,0.2
7,r1a1_r2a5_r3a10_r4a15,3,10,2,0.21
7,r1a1_r2a5_r3a10_r4a15,3,10,3,0.27
7,r1a1_r2a5_r3a10_r4a15,3,10,4,0.29
7,r1a1_r2a5_r3a10_r4a15,4,15,1,0.23
7,r1a1_r2a5_r3a10_r4a15,4,15,2,0.21
7,r1a1_r2a5_r3a10_r4a15,4,15,3,0.22
7,r1a1_r2a5_r3a10_r4a15,4,15,4,0.26
8,r1a1_r2a5_r3a10_r4a16,1,1,1,0.21
8,r1a1_r2a5_r3a10_r4a16,1,1,2,0.23
8,r1a1_r2a5_r3a10_r4a16,1,1,3,0.26
8,r1a1_r2a5_r3a10_r4a16,1,1,4,0.3
8,r1a1_r2a5_r3a10_r4a16,2,5,1,0.29
8,r1a1_r2a5_r3a10_r4a16,2,5,2,0.3
8,r1a1_r2a5_r3a10_r4a16,2,5,3,0.25
8,r1a1_r2a5_r3a10_r4a16,2,5,4,0.23
8,r1a1_r2a5_r3a10_r4a16,3,10,1,0.2
8,r1a1_r2a5_r3a10_r4a16,3,10,2,0.21
8,r1a1_r2a5_r3a10_r4a16,3,10,3,0.27
8,r1a1_r2a5_r3a10_r4a16,3,10,4,0.29
8,r1a1_r2a5_r3a10_r4a16,4,16,1,0.21
8,r1a1_r2a5_r3a10_r4a16,4,16,2,0.2
8,r1a1_r2a5_r3a10_r4a16,4,16,3,0.25
8,r1a1_r2a5_r3a10_r4a16,4,16,4,0.27
9,r1a1_r2a5_r3a11_r4a13,1,1,1,0.21
9,r1a1_r2a5_r3a11_r4a13,1,1,2,0.23
9,r1a1_r2a5_r3a11_r4a13,1,1,3,0.26
9,r1a1_r2a5_r3a11_r4a13,1,1,4,0.3
9,r1a1_r2a5_r3a11_r4a13,2,5,1,0.29
9,r1a1_r2a5_r3a11_r4a13,2,5,2,0.3
9,r1a1_r2a5_r3a11_r4a13,2,5,3,0.25
9,r1a1_r2a5_r3a11_r4a13,2,5,4,0.23
9,r1a1_r2a5_r3a11_r4a13,3,11,1,0.29
9,r1a1_r2a5_r3a11_r4a13,3,11,2,0.28
9,r1a1_r2a5_r3a11_r4a13,3,11,3,0.21
9,r1a1_r2a5_r3a11_r4a13,3,11,4,0.23
9,r1a1_r2a5_r3a11_r4a13,4,13,1,0.26
9,r1a1_r2a5_r3a11_r4a13,4,13,2,0.27
9,r1a1_r2a5_r3a11_r4a13,4,13,3,0.29
9,r1a1_r2a5_r3a11_r4a13,4,13,4,0.23
10,r1a1_r2a5_r3a11_r4a14,1,1,1,0.21
10,r1a1_r2a5_r3a11_r4a14,1,1,2,0.23
10,r1a1_r2a5_r3a11_r4a14,1,1,3,0.26
10,r1a1_r2a5_r3a11_r4a14,1,1,4,0.3
10,r1a1_r2a5_r3a11_r4a14,2,5,1,0.29
10,r1a1_r2a5_r3a11_r4a14,2,5,2,0.3
10,r1a1_r2a5_r3a11_r4a14,2,5,3,0.25
10,r1a1_r2a5_r3a11_r4a14,2,5,4,0.23
10,r1a1_r2a5_r3a11_r4a14,3,11,1,0.29
10,r1a1_r2a5_r3a11_r4a14,3,11,2,0.28
10,r1a1_r2a5_r3a11_r4a14,3,11,3,0.21
10,r1a1_r2a5_r3a11_r4a14,3,11,4,0.23
10,r1a1_r2a5_r3a11_r4a14,4,14,1,0.24
10,r1a1_r2a5_r3a11_r4a14,4,14,2,0.27
10,r1a1_r2a5_r3a11_r4a14,4,14,3,0.29
10,r1a1_r2a5_r3a11_r4a14,4,14,4,0.27
11,r1a1_r2a5_r3a11_r4a15,1,1,1,0.21
11,r1a1_r2a5_r3a11_r4a15,1,1,2,0.23
11,r1a1_r2a5_r3a11_r4a15,1,1,3,0.26
11,r1a1_r2a5_r3a11_r4a15,1,1,4,0.3
11,r1a1_r2a5_r3a11_r4a15,2,5,1,0.29
11,r1a1_r2a5_r3a11_r4a15,2,5,2,0.3
11,r1a1_r2a5_r3a11_r4a15,2,5,3,0.25
11,r1a1_r2a5_r3a11_r4a15,2,5,4,0.23
11,r1a1_r2a5_r3a11_r4a15,3,11,1,0.29
11,r1a1_r2a5_r3a11_r4a15,3,11,2,0.28
11,r1a1_r2a5_r3a11_r4a15,3,11,3,0.21
11,r1a1_r2a5_r3a11_r4a15,3,11,4,0.23
11,r1a1_r2a5_r3a11_r4a15,4,15,1,0.23
11,r1a1_r2a5_r3a11_r4a15,4,15,2,0.21
11,r1a1_r2a5_r3a11_r4a15,4,15,3,0.22
11,r1a1_r2a5_r3a11_r4a15,4,15,4,0.26
12,r1a1_r2a5_r3a11_r4a16,1,1,1,0.21
12,r1a1_r2a5_r3a11_r4a16,1,1,2,0.23
12,r1a1_r2a5_r3a11_r4a16,1,1,3,0.26
12,r1a1_r2a5_r3a11_r4a16,1,1,4,0.3
12,r1a1_r2a5_r3a11_r4a16,2,5,1,0.29
12,r1a1_r2a5_r3a11_r4a16,2,5,2,0.3
12,r1a1_r2a5_r3a11_r4a16,2,5,3,0.25
12,r1a1_r2a5_r3a11_r4a16,2,5,4,0.23
12,r1a1_r2a5_r3a11_r4a16,3,11,1,0.29
12,r1a1_r2a5_r3a11_r4a16,3,11,2,0.28
12,r1a1_r2a5_r3a11_r4a16,3,11,3,0.21
12,r1a1_r2a5_r3a11_r4a16,3,11,4,0.23
12,r1a1_r2a5_r3a11_r4a16,4,16,1,0.21
12,r1a1_r2a5_r3a11_r4a16,4,16,2,0.2
12,r1a1_r2a5_r3a11_r4a16,4,16,3,0.25
12,r1a1_r2a5_r3a11_r4a16,4,16,4,0.27
13,r1a1_r2a5_r3a12_r4a13,1,1,1,0.21
13,r1a1_r2a5_r3a12_r4a13,1,1,2,0.23
13,r1a1_r2a5_r3a12_r4a13,1,1,3,0.26
13,r1a1_r2a5_r3a12_r4a13,1,1,4,0.3
13,r1a1_r2a5_r3a12_r4a13,2,5,1,0.29
13,r1a1_r2a5_r3a12_r4a13,2,5,2,0.3
13,r1a1_r2a5_r3a12_r4a13,2,5,3,0.25
13,r1a1_r2a5_r3a12_r4a13,2,5,4,0.23
13,r1a1_r2a5_r3a12_r4a13,3,12,1,0.21
13,r1a1_r2a5_r3a12_r4a13,3,12,2,0.2
13,r1a1_r2a5_r3a12_r4a13,3,12,3,0.25
13,r1a1_r2a5_r3a12_r4a13,3,12,4,0.27
13,r1a1_r2a5_r3a12_r4a13,4,13,1,0.26
13,r1a1_r2a5_r3a12_r4a13,4,13,2,0.27
13,r1a1_r2a5_r3a12_r4a13,4,13,3,0.29
13,r1a1_r2a5_r3a12_r4a13,4,13,4,0.23
14,r1a1_r2a5_r3a12_r4a14,1,1,1,0.21
14,r1a1_r2a5_r3a12_r4a14,1,1,2,0.23
14,r1a1_r2a5_r3a12_r4a14,1,1,3,0.26
14,r1a1_r2a5_r3a12_r4a14,1,1,4,0.3
14,r1a1_r2a5_r3a12_r4a14,2,5,1,0.29
14,r1a1_r2a5_r3a12_r4a14,2,5,2,0.3
14,r1a1_r2a5_r3a12_r4a14,2,5,3,0.25
14,r1a1_r2a5_r3a12_r4a14,2,5,4,0.23
14,r1a1_r2a5_r3a12_r4a14,3,12,1,0.21
14,r1a1_r2a5_r3a12_r4a14,3,12,2,0.2
14,r1a1_r2a5_r3a12_r4a14,3,12,3,0.25
14,r1a1_r2a5_r3a12_r4a14,3,12,4,0.27
14,r1a1_r2a5_r3a12_r4a14,4,14,1,0.24
14,r1a1_r2a5_r3a12_r4a14,4,14,2,0.27
14,r1a1_r2a5_r3a12_r4a14,4,14,3,0.29
14,r1a1_r2a5_r3a12_r4a14,4,14,4,0.27
15,r1a1_r2a5_r3a12_r4a15,1,1,1,0.21
15,r1a1_r2a5_r3a12_r4a15,1,1,2,0.23
15,r1a1_r2a5_r3a12_r4a15,1,1,3,0.26
15,r1a1_r2a5_r3a12_r4a15,1,1,4,0.3
15,r1a1_r2a5_r3a12_r4a15,2,5,1,0.29
15,r1a1_r2a5_r3a12_r4a15,2,5,2,0.3
15,r1a1_r2a5_r3a12_r4a15,2,5,3,0.25
15,r1a1_r2a5_r3a12_r4a15,2,5,4,0.23
15,r1a1_r2a5_r3a12_r4a15,3,12,1,0.21
15,r1a1_r2a5_r3a12_r4a15,3,12,2,0.2
15,r1a1_r2a5_r3a12_r4a15,3,12,3,0.25
15,r1a1_r2a5_r3a12_r4a15,3,12,4,0.27
15,r1a1_r2a5_r3a12_r4a15,4,15,1,0.23
15,r1a1_r2a5_r3a12_r4a15,4,15,2,0.21
15,r1a1_r2a5_r3a12_r4a15,4,15,3,0.22
15,r1a1_r2a5_r3a12_r4a15,4,15,4,0.26
16,r1a1_r2a5_r3a12_r4a16,1,1,1,0.21
16,r1a1_r2a5_r3a12_r4a16,1,1,2,0.23
16,r1a1_r2a5_r3a12_r4a16,1,1,3,0.26
16,r1a1_r2a5_r3a12_r4a16,1,1,4,0.3
16,r1a1_r2a5_r3a12_r4a16,2,5,1,0.29
16,r1a1_r2a5_r3a12_r4a16,2,5,2,0.3
16,r1a1_r2a5_r3a12_r4a16,2,5,3,0.25
16,r1a1_r2a5_r3a12_r4a16,2,5,4,0.23
16,r1a1_r2a5_r3a12_r4a16,3,12,1,0.21
16,r1a1_r2a5_r3a12_r4a16,3,12,2,0.2
16,r1a1_r2a5_r3a12_r4a16,3,12,3,0.25
16,r1a1_r2a5_r3a12_r4a16,3,12,4,0.27
16,r1a1_r2a5_r3a12_r4a16,4,16,1,0.21
16,r1a1_r2a5_r3a12_r4a16,4,16,2,0.2
16,r1a1_r2a5_r3a12_r4a16,4,16,3,0.25
16,r1a1_r2a5_r3a12_r4a16,4,16,4,0.27
17,r1a1_r2a6_r3a9_r4a13,1,1,1,0.21
17,r1a1_r2a6_r3a9_r4a13,1,1,2,0.23
17,r1a1_r2a6_r3a9_r4a13,1,1,3,0.26
17,r1a1_r2a6_r3a9_r4a13,1,1,4,0.3
17,r1a1_r2a6_r3a9_r4a13,2,6,1,0.27
17,r1a1_r2a6_r3a9_r4a13,2,6,2,0.29
17,r1a1_r2a6_r3a9_r4a13,2,6,3,0.28
17,r1a1_r2a6_r3a9_r4a13,2,6,4,0.24
17,r1a1_r2a6_r3a9_r4a13,3,9,1,0.23
17,r1a1_r2a6_r3a9_r4a13,3,9,2,0.21
17,r1a1_r2a6_r3a9_r4a13,3,9,3,0.22
17,r1a1_r2a6_r3a9_r4a13,3,9,4,0.26
17,r1a1_r2a6_r3a9_r4a13,4,13,1,0.26
17,r1a1_r2a6_r3a9_r4a13,4,13,2,0.27
17,r1a1_r2a6_r3a9_r4a13,4,13,3,0.29
17,r1a1_r2a6_r3a9_r4a13,4,13,4,0.23
18,r1a1_r2a6_r3a9_r4a14,1,1,1,0.21
18,r1a1_r2a6_r3a9_r4a14,1,1,2,0.23
18,r1a1_r2a6_r3a9_r4a14,1,1,3,0.26
18,r1a1_r2a6_r3a9_r4a14,1,1,4,0.3
18,r1a1_r2a6_r3a9_r4a14,2,6,1,0.27
18,r1a1_r2a6_r3a9_r4a14,2,6,2,0.29
18,r1a1_r2a6_r3a9_r4a14,2,6,3,0.28
18,r1a1_r2a6_r3a9_r4a14,2,6,4,0.24
18,r1a1_r2a6_r3a9_r4a14,3,9,1,0.23
18,r1a1_r2a6_r3a9_r4a14,3,9,2,0.21
18,r1a1_r2a6_r3a9_r4a14,3,9,3,0.22
18,r1a1_r2a6_r3a9_r4a14,3,9,4,0.26
18,r1a1_r2a6_r3a9_r4a14,4,14,1,0.24
18,r1a1_r2a6_r3a9_r4a14,4,14,2,0.27
18,r1a1_r2a6_r3a9_r4a14,4,14,3,0.29
18,r1a1_r2a6_r3a9_r4a14,4,14,4,0.27
19,r1a1_r2a6_r3a9_r4a15,1,1,1,0.21
19,r1a1_r2a6_r3a9_r4a15,1,1,2,0.23
19,r1a1_r2a6_r3a9_r4a15,1,1,3,0.26
19,r1a1_r2a6_r3a9_r4a15,1,1,4,0.3
19,r1a1_r2a6_r3a9_r4a15,2,6,1,0.27
19,r1a1_r2a6_r3a9_r4a15,2,6,2,0.29
19,r1a1_r2a6_r3a9_r4a15,2,6,3,0.28
19,r1a1_r2a6_r3a9_r4a15,2,6,4,0.24
19,r1a1_r2a6_r3a9_r4a15,3,9,1,0.23
19,r1a1_r2a6_r3a9_r4a15,3,9,2,0.21
19,r1a1_r2a6_r3a9_r4a15,3,9,3,0.22
19,r1a1_r2a6_r3a9_r4a15,3,9,4,0.26
19,r1a1_r2a6_r3a9_r4a15,4,15,1,0.23
19,r1a1_r2a6_r3a9_r4a15,4,15,2,0.21
19,r1a1_r2a6_r3a9_r4a15,4,15,3,0.22
19,r1a1_r2a6_r3a9_r4a15,4,15,4,0.26
20,r1a1_r2a6_r3a9_r4a16,1,1,1,0.21
20,r1a1_r2a6_r3a9_r4a16,1,1,2,0.23
20,r1a1_r2a6_r3a9_r4a16,1,1,3,0.26
20,r1a1_r2a6_r3a9_r4a16,1,1,4,0.3
20,r1a1_r2a6_r3a9_r4a16,2,6,1,0.27
20,r1a1_r2a6_r3a9_r4a16,2,6,2,0.29
20,r1a1_r2a6_r3a9_r4a16,2,6,3,0.28
20,r1a1_r2a6_r3a9_r4a16,2,6,4,0.24
20,r1a1_r2a6_r3a9_r4a16,3,9,1,0.23
20,r1a1_r2a6_r3a9_r4a16,3,9,2,0.21
20,r1a1_r2a6_r3a9_r4a16,3,9,3,0.22
20,r1a1_r2a6_r3a9_r4a16,3,9,4,0.26
20,r1a1_r2a6_r3a9_r4a16,4,16,1,0.21
20,r1a1_r2a6_r3a9_r4a16,4,16,2,0.2
20,r1a1_r2a6_r3a9_r4a16,4,16,3,0.25
20,r1a1_r2a6_r3a9_r4a16,4,16,4,0.27
21,r1a1_r2a6_r3a10_r4a13,1,1,1,0.21
21,r1a1_r2a6_r3a10_r4a13,1,1,2,0.23
21,r1a1_r2a6_r3a10_r4a13,1,1,3,0.26
21,r1a1_r2a6_r3a10_r4a13,1,1,4,0.3
21,r1a1_r2a6_r3a10_r4a13,2,6,1,0.27
21,r1a1_r2a6_r3a10_r4a13,2,6,2,0.29
21,r1a1_r2a6_r3a10_r4a13,2,6,3,0.28
21,r1a1_r2a6_r3a10_r4a13,2,6,4,0.24
21,r1a1_r2a6_r3a10_r4a13,3,10,1,0.2
21,r1a1_r2a6_r3a10_r4a13,3,10,2,0.21
21,r1a1_r2a6_r3a10_r4a13,3,10,3,0.27
21,r1a1_r2a6_r3a10_r4a13,3,10,4,0.29
21,r1a1_r2a6_r3a10_r4a13,4,13,1,0.26
21,r1a1_r2a6_r3a10_r4a13,4,13,2,0.27
21,r1a1_r2a6_r3a10_r4a13,4,13,3,0.29
21,r1a1_r2a6_r3a10_r4a13,4,13,4,0.23
22,r1a1_r2a6_r3a10_r4a14,1,1,1,0.21
22,r1a1_r2a6_r3a10_r4a14,1,1,2,0.23
22,r1a1_r2a6_r3a10_r4a14,1,1,3,0.26
22,r1a1_r2a6_r3a10_r4a14,1,1,4,0.3
22,r1a1_r2a6_r3a10_r4a14,2,6,1,0.27
22,r1a1_r2a6_r3a10_r4a14,2,6,2,0.29
22,r1a1_r2a6_r3a10_r4a14,2,6,3,0.28
22,r1a1_r2a6_r3a10_r4a14,2,6,4,0.24
22,r1a1_r2a6_r3a10_r4a14,3,10,1,0.2
22,r1a1_r2a6_r3a10_r4a14,3,10,2,0.21
22,r1a1_r2a6_r3a10_r4a14,3,10,3,0.27
22,r1a1_r2a6_r3a10_r4a14,3,10,4,0.29
22,r1a1_r2a6_r3a10_r4a14,4,14,1,0.24
22,r1a1_r2a6_r3a10_r4a14,4,14,2,0.27
22,r1a1_r2a6_r3a10_r4a14,4,14,3,0.29
22,r1a1_r2a6_r3a10_r4a14,4,14,4,0.27
23,r1a1_r2a6_r3a10_r4a15,1,1,1,0.21
23,r1a1_r2a6_r3a10_r4a15,1,1,2,0.23
23,r1a1_r2a6_r3a10_r4a15,1,1,3,0.26
23,r1a1_r2a6_r3a10_r4a15,1,1,4,0.3
23,r1a1_r2a6_r3a10_r4a15,2,6,1,0.27
23,r1a1_r2a6_r3a10_r4a15,2,6,2,0.29
23,r1a1_r2a6_r3a10_r4a15,2,6,3,0.28
23,r1a1_r2a6_r3a10_r4a15,2,6,4,0.24
23,r1a1_r2a6_r3a10_r4a15,3,10,1,0.2
23,r1a1_r2a6_r3a10_r4a15,3,10,2,0.21
23,r1a1_r2a6_r3a10_r4a15,3,10,3,0.27
23,r1a1_r2a6_r3a10_r4a15,3,10,4,0.29
23,r1a1_r2a6_r3a10_r4a15,4,15,1,0.23
23,r1a1_r2a6_r3a10_r4a15,4,15,2,0.21
23,r1a1_r2a6_r3a10_r4a15,4,15,3,0.22
23,r1a1_r2a6_r3a10_r4a15,4,15,4,0.26
24,r1a1_r2a6_r3a10_r4a16,1,1,1,0.21
24,r1a1_r2a6_r3a10_r4a16,1,1,2,0.23
24,r1a1_r2a6_r3a10_r4a16,1,1,3,0.26
24,r1a1_r2a6_r3a10_r4a16,1,1,4,0.3
24,r1a1_r2a6_r3a10_r4a16,2,6,1,0.27
24,r1a1_r2a6_r3a10_r4a16,2,6,2,0.29
24,r1a1_r2a6_r3a10_r4a16,2,6,3,0.28
24,r1a1_r2a6_r3a10_r4a16,2,6,4,0.24
24,r1a1_r2a6_r3a10_r4a16,3,10,1,0.2
24,r1a1_r2a6_r3a10_r4a16,3,10,2,0.21
24,r1a1_r2a6_r3a10_r4a16,3,10,3,0.27
24,r1a1_r2a6_r3a10_r4a16,3,10,4,0.29
24,r1a1_r2a6_r3a10_r4a16,4,16,1,0.21
24,r1a1_r2a6_r3a10_r4a16,4,16,2,0.2
24,r1a1_r2a6_r3a10_r4a16,4,16,3,0.25
24,r1a1_r2a6_r3a10_r4a16,4,16,4,0.27
25,r1a1_r2a6_r3a11_r4a13,1,1,1,0.21
25,r1a1_r2a6_r3a11_r4a13,1,1,2,0.23
25,r1a1_r2a6_r3a11_r4a13,1,1,3,0.26
25,r1a1_r2a6_r3a11_r4a13,1,1,4,0.3
25,r1a1_r2a6_r3a11_r4a13,2,6,1,0.27
25,r1a1_r2a6_r3a11_r4a13,2,6,2,0.29
25,r1a1_r2a6_r3a11_r4a13,2,6,3,0.28
25,r1a1_r2a6_r3a11_r4a13,2,6,4,0.24
25,r1a1_r2a6_r3a11_r4a13,3,11,1,0.29
25,r1a1_r2a6_r3a11_r4a13,3,11,2,0.28
25,r1a1_r2a6_r3a11_r4a13,3,11,3,0.21
25,r1a1_r2a6_r3a11_r4a13,3,11,4,0.23
25,r1a1_r2a6_r3a11_r4a13,4,13,1,0.26
25,r1a1_r2a6_r3a11_r4a13,4,13,2,0.27
25,r1a1_r2a6_r3a11_r4a13,4,13,3,0.29
25,r1a1_r2a6_r3a11_r4a13,4,13,4,0.23
26,r1a1_r2a6_r3a11_r4a14,1,1,1,0.21
26,r1a1_r2a6_r3a11_r4a14,1,1,2,0.23
26,r1a1_r2a6_r3a11_r4a14,1,1,3,0.26
26,r1a1_r2a6_r3a11_r4a14,1,1,4,0.3
26,r1a1_r2a6_r3a11_r4a14,2,6,1,0.27
26,r1a1_r2a6_r3a11_r4a14,2,6,2,0.29
26,r1a1_r2a6_r3a11_r4a14,2,6,3,0.28
26,r1a1_r2a6_r3a11_r4a14,2,6,4,0.24
26,r1a1_r2a6_r3a11_r4a14,3,11,1,0.29
26,r1a1_r2a6_r3a11_r4a14,3,11,2,0.28
26,r1a1_r2a6_r3a11_r4a14,3,11,3,0.21
26,r1a1_r2a6_r3a11_r4a14,3,11,4,0.23
26,r1a1_r2a6_r3a11_r4a14,4,14,1,0.24
26,r1a1_r2a6_r3a11_r4a14,4,14,2,0.27
26,r1a1_r2a6_r3a11_r4a14,4,14,3,0.29
26,r1a1_r2a6_r3a11_r4a14,4,14,4,0.27
27,r1a1_r2a6_r3a11_r4a15,1,1,1,0.21
27,r1a1_r2a6_r3a11_r4a15,1,1,2,0.23
27,r1a1_r2a6_r3a11_r4a15,1,1,3,0.26
27,r1a1_r2a6_r3a11_r4a15,1,1,4,0.3
27,r1a1_r2a6_r3a11_r4a15,2,6,1,0.27
27,r1a1_r2a6_r3a11_r4a15,2,6,2,0.29
27,r1a1_r2a6_r3a11_r4a15,2,6,3,0.28
27,r1a1_r2a6_r3a11_r4a15,2,6,4,0.24
27,r1a1_r2a6_r3a11_r4a15,3,11,1,0.29
27,r1a1_r2a6_r3a11_r4a15,3,11,2,0.28
27,r1a1_r2a6_r3a11_r4a15,3,11,3,0.21
27,r1a1_r2a6_r3a11_r4a15,3,11,4,0.23
27,r1a1_r2a6_r3a11_r4a15,4,15,1,0.23
27,r1a1_r2a6_r3a11_r4a15,4,15,2,0.21
27,r1a1_r2a6_r3a11_r4a15,4,15,3,0.22
27,r1a1_r2a6_r3a11_r4a15,4,15,4,0.26
28,r1a1_r2a6_r3a11_r4a16,1,1,1,0.21
28,r1a1_r2a6_r3a11_r4a16,1,1,2,0.23
28,r1a1_r2a6_r3a11_r4a16,1,1,3,0.26
